query,intent
could you more info about the item immediately,product_information
i want to good morning ASAP,general_inquiry
could you reset my password immediately,account_issues
"hello, my account is blocked?",account_issues
Can I When does my order arrive? ASAP,order_status
"hey, login credentials not working.",account_issues
How do I Very bad service thank you,complaint
"please, can't complete payment?",payment_issues
I would like to Cancel my order please thanks,order_cancellation
"Excuse me, Delivery options thank you",shipping_inquiry
Could you My payment didn't go through ASAP,payment_issues
I need to I no longer want this order!,order_cancellation
"excuse me, refund timeline thanks",refund_status
I would like to General help urgently,general_inquiry
i would like to delete my account immediately,account_issues
i want to check refund status thank you,refund_status
is it possible to can i swap this?!,return_exchange
"please, my payment was rejected thank you",payment_issues
is it possible to air shipping immediately,shipping_inquiry
"Excuse me, Payment not accepted urgently",payment_issues
"Hello, Start a return immediately",return_exchange
i would like to please help me cancel my order ASAP,order_cancellation
can i information needed.,general_inquiry
i need to shipping cost thank you,shipping_inquiry
"hello, i feel cheated right away",complaint
"excuse me, tell me about this product now",product_information
i want to i have a question please,general_inquiry
can i free returns? right away,return_exchange
could you any updates on my order? please,order_status
"hey, refund request status thank you",refund_status
"Please, Item arrived damaged!",complaint
I want to Can't complete payment!,payment_issues
"Hey, Brand information right away",product_information
Speak to representative,general_inquiry
"hi, connect me to support right away",general_inquiry
i want to i can't log in,account_issues
can i i haven't received my refund,refund_status
I would like to Error during payment right away,payment_issues
"please, account suspended?",account_issues
I need to know where my order is immediately,order_status
"excuse me, shipping cost thank you",shipping_inquiry
"hello, i received a damaged item now",complaint
i want to return request.,return_exchange
Refund status urgently,refund_status
"Hi, Cancel my latest purchase urgently",order_cancellation
Would you Speak to representative.,general_inquiry
"hey, what's the warranty on this? ASAP",product_information
Would you Error during payment thanks,payment_issues
Could you Wrong item received.,complaint
i want to quick question?,general_inquiry
i need to cancel my order immediately now,order_cancellation
i want to create new password urgently,account_issues
Return process now,return_exchange
I would like to My refund is delayed immediately,refund_status
i would like to account not working ASAP,account_issues
Is this product good?,product_information
I want to Terrible customer service,complaint
"Excuse me, My order is taking too long",order_status
"i want to i accidentally ordered, please cancel ASAP",order_cancellation
would you login problem now,account_issues
i need to i'd like to exchange please,return_exchange
"Hello, How to use this product? thanks",product_information
i want to where is my order??,order_status
Where is my delivery?,order_status
"hey, return damaged product.",return_exchange
could you ship to different address,shipping_inquiry
"Hello, Money back please please",refund_status
"please, shipping zones.",shipping_inquiry
Free returns? ASAP,return_exchange
"Please, How to use this product? ASAP",product_information
I'd like to cancel before it ships,order_cancellation
"hello, two factor authentication issue right away",account_issues
Delete my account right away,account_issues
"please, please cancel my recent order.",order_cancellation
Can I Credit not received,refund_status
is it possible to card declined right away,payment_issues
i want to did my order ship yet?.,order_status
i want to thank you thank you,general_inquiry
is it possible to good afternoon.,general_inquiry
would you i need to exchange this thank you,return_exchange
I need to Can't pay for my order urgently,payment_issues
"hello, has my order shipped? thanks",order_status
Can I I need customer service,general_inquiry
i would like to refund processing time,refund_status
Is it possible to I want to return this,return_exchange
i would like to what's included in the package??,product_information
Delivery days please,shipping_inquiry
i want to exchange for different size thank you,return_exchange
"excuse me, contact information!",general_inquiry
how do i payment gateway error immediately,payment_issues
"excuse me, my card isn't working thanks",payment_issues
"hello, product dimensions.",product_information
Where is my order?,order_status
i would like to dissatisfied customer immediately,complaint
is it possible to material information?,product_information
i want to checkout error right away,payment_issues
"excuse me, how do i return an item?.",return_exchange
i want to please process a cancellation immediately,order_cancellation
Can I I need information.,general_inquiry
I want to Cancel the items in my order.,order_cancellation
is it possible to double charged on my card thank you,payment_issues
is it possible to refund processing time!,refund_status
is it possible to free delivery threshold right away,shipping_inquiry
I want to Standard shipping ASAP,shipping_inquiry
"Hello, This is not what I ordered ASAP",complaint
"Excuse me, I'd like to cancel my purchase right away",order_cancellation
"Excuse me, I changed my mind, cancel my order thank you",order_cancellation
"Hey, International shipping!",shipping_inquiry
could you what are the product details? now,product_information
i would like to shipping time.,shipping_inquiry
"excuse me, product description please?",product_information
how do i speak to representative now,general_inquiry
How do I Refund confirmation please,refund_status
is it possible to i need to exchange this right away,return_exchange
"hello, error during payment urgently",payment_issues
how do i i'd like to exchange?,return_exchange
could you my refund is delayed thank you,refund_status
i would like to tell me about this product please,product_information
"Please, New arrivals!",product_information
I need to I'm waiting for my order urgently,order_status
i need to new here thank you,general_inquiry
Help with payment problem urgently,payment_issues
Login credentials not working,account_issues
"Hey, Where is my package? urgently",order_status
Item arrived damaged,complaint
could you product dimensions thank you,product_information
"i want to i accidentally ordered, please cancel please",order_cancellation
"hello, account locked please",account_issues
can i order tracking urgently,order_status
i want to delivery days!,shipping_inquiry
Account not working,account_issues
Can I I need to exchange this.,return_exchange
"excuse me, product features thanks",product_information
Can I Cancellation request for my order thank you,order_cancellation
Shipping cost please,shipping_inquiry
how do i credit not received now,refund_status
What products do you have?,product_information
"i want to i changed my mind, cancel my order immediately",order_cancellation
"Excuse me, Next day delivery!",shipping_inquiry
I want to return this.,return_exchange
is it possible to i want to track my package!,order_status
I want to Shipping zones immediately,shipping_inquiry
"Excuse me, Item arrived damaged right away",complaint
"hi, economy shipping?",shipping_inquiry
"hello, what colors does it come in?.",product_information
"hello, poor quality product ASAP",complaint
Is it possible to Delivery fee thanks,shipping_inquiry
would you authentication failed ASAP,account_issues
i want to refund status thank you,refund_status
i need to compare products?,product_information
"hey, can i return this product? right away",return_exchange
Could you What sizes are available??,product_information
"hello, what's the status of my order? ASAP",order_status
How do I I need assistance?,general_inquiry
i need to what are the product details? thank you,product_information
how do i transaction failed!,payment_issues
"Please, Technical specifications immediately",product_information
"hey, item arrived damaged urgently",complaint
could you return window now,return_exchange
Would you Terrible customer service please,complaint
"please, i want to send this back thank you",return_exchange
"hey, delete my account right away",account_issues
I would like to What colors does it come in? right away,product_information
"hello, very bad service please",complaint
Authentication failed?,account_issues
"Hello, Exchange for store credit?",return_exchange
I'm very unhappy,complaint
"hello, i want to speak to a manager thank you",complaint
is it possible to sign in issues right away,account_issues
can i payment problem immediately,payment_issues
can i forgot password please,account_issues
"Hi, Package tracking request now",order_status
"Hello, Missing items in my order thank you",complaint
Material information.,product_information
i would like to first time customer?,general_inquiry
How does this work? thank you,general_inquiry
"hi, general help immediately",general_inquiry
Would you Card declined please,payment_issues
"hey, cancel my order please right away",order_cancellation
"hi, card declined immediately",payment_issues
Payment problem urgently,payment_issues
would you check refund status immediately,refund_status
i want to i'd like to cancel my purchase please,order_cancellation
"hello, how much is shipping? now",shipping_inquiry
"hi, thank you.",general_inquiry
"Hi, Material information right away",product_information
i want to very bad service ASAP,complaint
"Please, Can I swap this? ASAP",return_exchange
Is this product good?!,product_information
Can I still cancel my order?.,order_cancellation
would you weekend delivery? please,shipping_inquiry
"Hello, Check refund status ASAP",refund_status
"Excuse me, Shipping zones now",shipping_inquiry
"hello, good afternoon right away",general_inquiry
Is it possible to I'm frustrated,complaint
is it possible to i need customer service now,general_inquiry
"Excuse me, I'd like to exchange?",return_exchange
I would like to Fastest shipping option?,shipping_inquiry
i would like to i'm waiting for my order?,order_status
could you start a return?,return_exchange
could you i'd like to exchange immediately,return_exchange
"Please, Contact information!",general_inquiry
how do i free shipping? thanks,shipping_inquiry
My refund is delayed.,refund_status
is it possible to full refund please?,refund_status
Could you Fastest shipping option!,shipping_inquiry
Has my package been dispatched?,order_status
Would you Check refund status now,refund_status
I need to My order is taking too long.,order_status
"hey, two factor authentication issue now",account_issues
Card not accepted?,payment_issues
"please, account hacked.",account_issues
"hey, payment gateway error urgently",payment_issues
i need to payment failed immediately,payment_issues
"please, i'm frustrated?",complaint
could you i'm not satisfied right away,complaint
I want to My payment didn't go through immediately,payment_issues
I would like to This is fraud,complaint
Would you Ship to different address please,shipping_inquiry
can i i demand compensation urgently,complaint
how do i shipping zones please,shipping_inquiry
Is it possible to Tell me about this product now,product_information
could you hi there please,general_inquiry
I want to Quality is very poor!,complaint
how do i i'm very unhappy!,complaint
could you can i still cancel my order? ASAP,order_cancellation
would you card not accepted thanks,payment_issues
I need my money back urgently,refund_status
"please, my payment didn't go through!",payment_issues
"hello, forgot password.",account_issues
"Hey, Customer support.",general_inquiry
would you did my order ship yet? thanks,order_status
i want to how does this work? right away,general_inquiry
I need to My payment didn't go through thanks,payment_issues
Can I Contact information?,general_inquiry
"Please, Can you help me? immediately",general_inquiry
is it possible to please help me cancel my order urgently,order_cancellation
"hey, tell me about this product thanks",product_information
"excuse me, email not recognized!",account_issues
Can you cancel my order for me?,order_cancellation
"i need to i accidentally ordered, please cancel!",order_cancellation
I would like to Transaction failed immediately,payment_issues
"Excuse me, Delivery options urgently",shipping_inquiry
Charged but no confirmation,payment_issues
i want to my order is taking too long please,order_status
"hello, refund confirmation!",refund_status
"please, do you ship to my area?.",shipping_inquiry
"Please, Priority shipping ASAP",shipping_inquiry
I need to Order tracking ASAP,order_status
"hello, refund processing time urgently",refund_status
I want to Payment failed,payment_issues
Is this compatible with...?,product_information
how do i full refund please thanks,refund_status
"please, i want to revoke my order urgently",order_cancellation
"Excuse me, Forgot password thanks",account_issues
How does this product work?.,product_information
can i product doesn't work immediately,complaint
Billing issue urgently,payment_issues
"excuse me, very bad service?",complaint
Return my order,return_exchange
Could you Account not working please,account_issues
would you refund status now,refund_status
"please, what's the status of my order? urgently",order_status
"excuse me, free delivery threshold please",shipping_inquiry
How do I Waiting for refund urgently,refund_status
Could you Return label request,return_exchange
"Please, Is this compatible with...? thanks",product_information
Is it possible to I want to track my package thanks,order_status
"please, my card isn't working urgently",payment_issues
"please, password reset!",account_issues
"hi, item arrived damaged",complaint
Could you Track my recent order thank you,order_status
"hi, update my email please",account_issues
"Hi, Can someone help me? urgently",general_inquiry
"hi, how does this product work? urgently",product_information
would you expedite my refund.,refund_status
"hi, same day delivery.",shipping_inquiry
i want to worst experience ever,complaint
Can I swap this?,return_exchange
"please, the product is broken urgently",complaint
Return policy,return_exchange
i need to dissatisfied customer thank you,complaint
could you what sizes are available? immediately,product_information
how do i can i swap this? now,return_exchange
could you product specifications now,product_information
I need to Quality is very poor?,complaint
"excuse me, account suspended right away",account_issues
i want to product recommendations!,product_information
"excuse me, cancel my order immediately urgently",order_cancellation
Could you International shipping ASAP,shipping_inquiry
I would like to Is anyone there? thank you,general_inquiry
"hey, wrong item received!",complaint
I want to Return label request ASAP,return_exchange
I would like to Worst experience ever please,complaint
"hi, product quality.",product_information
"hello, where is my package? ASAP",order_status
"Could you Wrong order, please cancel!",order_cancellation
i need to account settings,account_issues
would you new arrivals thank you,product_information
I would like to Expedite my refund ASAP,refund_status
i want to login credentials not working?,account_issues
i want to i want to send this back immediately,return_exchange
"please, wrong order, please cancel",order_cancellation
Credit card issue,payment_issues
can i refund not showing immediately,refund_status
"hey, bad experience",complaint
is it possible to i need this order cancelled!,order_cancellation
My payment was rejected right away,payment_issues
Money back please,refund_status
"excuse me, can you help me?",general_inquiry
how do i ship to different address urgently,shipping_inquiry
"Excuse me, How do I cancel my order? thank you",order_cancellation
"excuse me, what's the status of my order? thank you",order_status
"Please, Full refund please ASAP",refund_status
"Excuse me, General help",general_inquiry
"hi, is it too late to cancel? immediately",order_cancellation
"hello, fastest shipping option immediately",shipping_inquiry
Payment failed thanks,payment_issues
"Hi, Any updates on my order? ASAP",order_status
i want to replace my item urgently,return_exchange
Do you ship to my area?,shipping_inquiry
"Hey, International shipping thanks",shipping_inquiry
i would like to i can't log in urgently,account_issues
Can I Return window thanks,return_exchange
"Excuse me, Return request!",return_exchange
is it possible to cancel the items in my order now,order_cancellation
"excuse me, shipment status.",order_status
"hello, terrible customer service right away",complaint
"hey, delivery options.",shipping_inquiry
Support request,general_inquiry
how do i account recovery.,account_issues
would you quick question urgently,general_inquiry
would you cancel my order please immediately,order_cancellation
"Excuse me, I'm waiting for my order urgently",order_status
"hey, when can i expect my delivery? thanks",order_status
I need to Credit not received thank you,refund_status
"Please, Initiate return.",return_exchange
"excuse me, i need customer service immediately",general_inquiry
"hi, can't pay for my order ASAP",payment_issues
can i return pickup now,return_exchange
Can I Weekend delivery? thanks,shipping_inquiry
"please, do you have this in stock? thank you",product_information
"hey, weekend delivery? now",shipping_inquiry
can i horrible experience ASAP,complaint
"Please, I want to speak to a manager please",complaint
Shipping methods?,shipping_inquiry
"Please, Expected delivery date? now",order_status
"Hey, When was refund issued? urgently",refund_status
"hello, i was charged twice thanks",payment_issues
"Excuse me, Is my package lost? ASAP",order_status
"Excuse me, Payment not accepted please",payment_issues
i want to product doesn't work.,complaint
"hi, when is refund processed? urgently",refund_status
Is it possible to I'd like to cancel my purchase thanks,order_cancellation
how do i cancellation request for my order?,order_cancellation
Is it possible to Can I return this product?,return_exchange
"excuse me, my payment didn't go through now",payment_issues
I want to Track my recent order thank you,order_status
I would like to This is unacceptable ASAP,complaint
i would like to please help me cancel my order thanks,order_cancellation
i want to i need my money back?,refund_status
"hello, dissatisfied customer.",complaint
i want to human agent please now,general_inquiry
i would like to sign in issues now,account_issues
is it possible to refund inquiry ASAP,refund_status
i would like to password reset?,account_issues
is it possible to this is not what i ordered urgently,complaint
"hello, i haven't received my order yet now",order_status
i would like to cancel the items in my order thanks,order_cancellation
I would like to Track my order,order_status
can i help me please immediately,general_inquiry
i would like to please process a cancellation thank you,order_cancellation
could you next day delivery immediately,shipping_inquiry
could you can't process my payment thank you,payment_issues
Is it possible to Help me please urgently,general_inquiry
Is it possible to Delivery fee now,shipping_inquiry
Could you Is this compatible with...? thank you,product_information
Refund processing time?,refund_status
is it possible to transaction failed please,payment_issues
"hey, is this product good?.",product_information
I need to I demand compensation?,complaint
How do I Refund timeline immediately,refund_status
"please, air shipping urgently",shipping_inquiry
I need to What colors does it come in??,product_information
could you return process ASAP,return_exchange
Forgot password,account_issues
"hey, change password",account_issues
Could you I want to send this back immediately,return_exchange
"hello, i accidentally ordered, please cancel thank you",order_cancellation
"Hi, Checkout error!",payment_issues
"please, error during payment thank you",payment_issues
i want to start a return urgently,return_exchange
"please, email not recognized urgently",account_issues
"Hello, Shipping rates thanks",shipping_inquiry
"excuse me, product is defective",complaint
"hi, profile update",account_issues
"excuse me, stop my order right away",order_cancellation
how do i horrible experience thank you,complaint
"Hey, 30 day return thank you",return_exchange
"hello, delivery days urgently",shipping_inquiry
is it possible to dissatisfied customer.,complaint
could you item arrived damaged ASAP,complaint
How do I Account suspended urgently,account_issues
"excuse me, quality issue return ASAP",return_exchange
i want to refund to credit card immediately,refund_status
how do i my order hasn't arrived immediately,order_status
"hello, product doesn't work please",complaint
Cancel my latest purchase,order_cancellation
"excuse me, when is refund processed? thank you",refund_status
"Hello, I need to cancel an order please",order_cancellation
"excuse me, new here thanks",general_inquiry
could you expected delivery date? please,order_status
"please, my account is blocked now",account_issues
Would you Can you track my order? now,order_status
"Hello, The product is broken please",complaint
can i is anyone there?.,general_inquiry
Can I Can someone help me? ASAP,general_inquiry
"hello, contact information.",general_inquiry
"hey, shipping options immediately",shipping_inquiry
"hi, credit card issue please",payment_issues
Shipping rates!,shipping_inquiry
I need this order cancelled,order_cancellation
i want to what are the product details? ASAP,product_information
Return label request urgently,return_exchange
I need to I no longer want this order?,order_cancellation
i would like to shipping time right away,shipping_inquiry
I want to Can someone help me??,general_inquiry
"Excuse me, Do you ship to my area?.",shipping_inquiry
how do i i want to track my package.,order_status
how do i can i cancel my order? immediately,order_cancellation
can i payment failed,payment_issues
"Excuse me, Do you have this in stock?",product_information
could you missing items in my order please,complaint
Payment not accepted now,payment_issues
"please, i need assistance thank you",general_inquiry
how do i my order is taking too long thanks,order_status
"hello, poor quality product.",complaint
"i need to don't ship my order, cancel it!",order_cancellation
Is it possible to Priority shipping thank you,shipping_inquiry
i want to what products do you have?!,product_information
can i i need to exchange this,return_exchange
"hello, i'd like to exchange?",return_exchange
I would like to Is this product good? now,product_information
i want to where is my delivery? now,order_status
"Hey, When does my order arrive??",order_status
"hi, this is unacceptable ASAP",complaint
Could you Where is my package? immediately,order_status
Account recovery thanks,account_issues
"please, help with payment problem now",payment_issues
"hey, i want to speak to a manager thank you",complaint
"Hey, Item doesn't fit, return please now",return_exchange
"hi, refund to credit card",refund_status
New here immediately,general_inquiry
could you more info about the item now,product_information
How do I return an item? ASAP,return_exchange
"Hello, Order tracking thank you",order_status
I need to New here urgently,general_inquiry
how do i i need to complain immediately,complaint
I want to Product specifications right away,product_information
Verification code not received thank you,account_issues
"excuse me, air shipping",shipping_inquiry
How do I Product dimensions please,product_information
i need to i want to track my package right away,order_status
can i help me please.,general_inquiry
"excuse me, free shipping? urgently",shipping_inquiry
Would you Product doesn't work please,complaint
i need to can i swap this??,return_exchange
"hey, when will i get my refund? ASAP",refund_status
Can I Payment failed!,payment_issues
"please, schedule a return.",return_exchange
i want to shipping charges ASAP,shipping_inquiry
how do i international shipping.,shipping_inquiry
"hi, credit card issue immediately",payment_issues
i would like to i want to send this back ASAP,return_exchange
i would like to delivery status please?,order_status
Would you Login credentials not working?,account_issues
"Hi, Compare products!",product_information
i need to same day delivery urgently,shipping_inquiry
could you product specifications immediately,product_information
"hello, please process a cancellation.",order_cancellation
Ground shipping,shipping_inquiry
"Please, Payment problem thank you",payment_issues
Card not accepted,payment_issues
Would you My order hasn't arrived now,order_status
First time customer,general_inquiry
"hey, don't ship my order, cancel it?",order_cancellation
i would like to support request?,general_inquiry
"hello, payment not accepted urgently",payment_issues
Could you Product features right away,product_information
Good afternoon,general_inquiry
"excuse me, brand information right away",product_information
How do I Product features please,product_information
can i i'd like to exchange immediately,return_exchange
i would like to i need to cancel asap?,order_cancellation
"hi, my payment didn't go through please",payment_issues
"Hello, I want to cancel the order I just placed now",order_cancellation
would you what happened to my order? now,order_status
"Hi, Quality is very poor please",complaint
Could you Money back please,refund_status
Would you Support request ASAP,general_inquiry
"hello, stop my order ASAP",order_cancellation
I would like to When will I get my refund? please,refund_status
"hey, general question!",general_inquiry
"excuse me, quality issue return right away",return_exchange
"Please, I need information urgently",general_inquiry
Please help me cancel my order immediately,order_cancellation
Is it possible to Shipping options.,shipping_inquiry
would you my order hasn't arrived please,order_status
Could you Wrong item received now,complaint
"hi, refund not received please",refund_status
"Excuse me, Expected delivery date? ASAP",order_status
Check my order status right away,order_status
i need to i need my money back thank you,refund_status
Can't complete payment ASAP,payment_issues
"hello, update account information?",account_issues
"hey, ground shipping urgently",shipping_inquiry
"hey, standard shipping please",shipping_inquiry
can i very disappointed with the service.,complaint
Would you Error during payment?,payment_issues
could you i want to return this.,return_exchange
could you refund not received?,refund_status
how do i general assistance,general_inquiry
I want to Account recovery immediately,account_issues
I want to I no longer want this order ASAP,order_cancellation
"please, i haven't received my refund.",refund_status
"hi, exchange for store credit now",return_exchange
I need to Payment keeps failing!,payment_issues
i want to refund inquiry?,refund_status
could you refund request status ASAP,refund_status
"excuse me, credit not received.",refund_status
"Hey, Forgot password ASAP",account_issues
is it possible to i need assistance thanks,general_inquiry
Wrong item received,complaint
Would you How can I contact you??,general_inquiry
"Hey, Refund timeline!",refund_status
"Please, Please void my order!",order_cancellation
Would you Replace my item thank you,return_exchange
could you update my email right away,account_issues
Could you Shipping cost!,shipping_inquiry
"hi, very disappointed with the service right away",complaint
"hi, schedule a return thank you",return_exchange
"please, when is refund processed? immediately",refund_status
can i i need my money back now,refund_status
Payment keeps failing thanks,payment_issues
is it possible to i want to cancel the order i just placed urgently,order_cancellation
Is it possible to My account is blocked now,account_issues
Tell me about this product,product_information
"hello, return request now",return_exchange
"Hey, How long for refund? ASAP",refund_status
can i general question?,general_inquiry
can i support request?,general_inquiry
Could you Error during payment.,payment_issues
i would like to when is refund processed??,refund_status
"hi, what happened to my order?!",order_status
i want to shipping discount thanks,shipping_inquiry
I haven't received my order yet immediately,order_status
is it possible to profile update?,account_issues
"Please, Delete my account!",account_issues
"Please, Quality is very poor right away",complaint
Authentication failed thanks,account_issues
Can I Can you help me? thanks,general_inquiry
My account is blocked,account_issues
I want to file a complaint.,complaint
Would you I feel cheated right away,complaint
can i not as described right away,complaint
I want to cancel my order thanks,order_cancellation
Change my phone number,account_issues
"hi, same day delivery ASAP",shipping_inquiry
Merge accounts,account_issues
how do i shipping discount immediately,shipping_inquiry
could you cancellation request for my order?,order_cancellation
I want to I haven't received my refund please,refund_status
i need to expedited shipping thanks,shipping_inquiry
could you delivery status please now,order_status
I want to Can I return this product? thanks,return_exchange
"Hello, Email not recognized",account_issues
"hey, i no longer want this order right away",order_cancellation
"hello, refund timeline please",refund_status
"hey, refund and return urgently",return_exchange
how do i cancel order ASAP,order_cancellation
"hello, money back please please",refund_status
"hey, return window now",return_exchange
would you credit not received please,refund_status
Is anyone there? thanks,general_inquiry
I would like to Can I still cancel my order? ASAP,order_cancellation
"Excuse me, Login credentials not working urgently",account_issues
can i refund processing time.,refund_status
how do i payment keeps failing thanks,payment_issues
i would like to is anyone there? immediately,general_inquiry
"Excuse me, Can't process my payment urgently",payment_issues
"please, debit card declined",payment_issues
"Please, I need to know where my order is ASAP",order_status
"hi, can't complete payment!",payment_issues
i would like to when will my order arrive?!,order_status
Can I Where is my refund? right away,refund_status
can i change password.,account_issues
can i ship to different address now,shipping_inquiry
Unlock my account thank you,account_issues
Is my package lost? right away,order_status
How do I I want to send this back,return_exchange
How do I Shipping charges!,shipping_inquiry
can i can't complete payment urgently,payment_issues
"hey, is this product good? thanks",product_information
"Hello, Two factor authentication issue immediately",account_issues
"Could you Wrong size, need exchange ASAP",return_exchange
"excuse me, this is not what i ordered please",complaint
"Hey, I was charged twice!",payment_issues
i need to debit card declined.,payment_issues
I would like to General help ASAP,general_inquiry
can i full refund please right away,refund_status
"excuse me, reimburse me right away",refund_status
can i exchange for store credit right away,return_exchange
I need to cancel an order,order_cancellation
could you account hacked!,account_issues
"hey, debit card declined thank you",payment_issues
Payment unsuccessful.,payment_issues
"hey, i'd like to cancel before it ships please",order_cancellation
I need to How to use this product? ASAP,product_information
how do i is this genuine product? ASAP,product_information
This is not what I ordered now,complaint
Waiting for refund,refund_status
"Hey, Can I swap this??",return_exchange
can i refund taking too long?,refund_status
i would like to very bad service immediately,complaint
"excuse me, account not working right away",account_issues
i would like to refund pending now,refund_status
Track my order,order_status
"hi, billing issue urgently",payment_issues
"excuse me, wrong order, please cancel?",order_cancellation
"excuse me, has my package been dispatched?!",order_status
Would you Fastest shipping option immediately,shipping_inquiry
Would you 30 day return immediately,return_exchange
"Please, Account locked thanks",account_issues
"is it possible to item doesn't fit, return please now",return_exchange
Could you Brand information!,product_information
"hi, my refund is delayed thank you",refund_status
"hey, quick question ASAP",general_inquiry
Can I Where is my package? now,order_status
how do i i was charged twice!,payment_issues
i want to delivery options!,shipping_inquiry
"hello, account settings",account_issues
"hey, free shipping? thank you",shipping_inquiry
Payment issue with my account,payment_issues
"Excuse me, First time customer thank you",general_inquiry
"Hi, Return request now",return_exchange
I want to send this back?,return_exchange
I want to Refund amount incorrect.,refund_status
Quality is very poor,complaint
is it possible to login problem.,account_issues
could you any updates on my order? ASAP,order_status
My card isn't working,payment_issues
Would you 30 day return?,return_exchange
could you i no longer want this order?,order_cancellation
i want to shipping charges.,shipping_inquiry
could you can't access my account ASAP,account_issues
"Please, Not as described",complaint
"hello, waiting for refund right away",refund_status
How do I Can I cancel my order? thank you,order_cancellation
I need to Return policy thanks,return_exchange
"hi, human agent please ASAP",general_inquiry
"Hey, Refund timeline immediately",refund_status
would you refund and return right away,return_exchange
can i refund taking too long thank you,refund_status
"hey, payment failed ASAP",payment_issues
"hello, can i cancel my order??",order_cancellation
"excuse me, what products do you have? immediately",product_information
Compare products,product_information
General help,general_inquiry
I'm very unhappy thank you,complaint
I need to When can I expect my delivery?.,order_status
"Please, Please help me cancel my order!",order_cancellation
I want to First time customer thank you,general_inquiry
How do I My account is blocked ASAP,account_issues
"hi, refund and return urgently",return_exchange
"hello, partial refund received right away",refund_status
I want to Is this item available? urgently,product_information
"Hi, My order hasn't arrived please",order_status
I want to I need to cancel an order.,order_cancellation
Missing items in my order,complaint
can i account security concern thank you,account_issues
Product features right away,product_information
"Hi, I need to cancel ASAP?",order_cancellation
how do i cancel order?,order_cancellation
"Hello, Good afternoon urgently",general_inquiry
Would you What happened to my order??,order_status
could you how to return?!,return_exchange
"excuse me, waiting for refund ASAP",refund_status
"Hello, Payment gateway error ASAP",payment_issues
i want to next day delivery,shipping_inquiry
how do i speak to representative ASAP,general_inquiry
I need to Account settings,account_issues
Can I I want to file a complaint!,complaint
"Excuse me, Expedite my refund urgently",refund_status
"Hi, My payment was rejected immediately",payment_issues
I want to Package tracking request,order_status
how do i sign in issues?,account_issues
Can I Reimburse me,refund_status
Would you Return process,return_exchange
"hey, when was refund issued? immediately",refund_status
Could you I demand compensation immediately,complaint
How do I Double charged on my card immediately,payment_issues
"excuse me, is anyone there? urgently",general_inquiry
could you i can't log in now,account_issues
i would like to refund to bank account immediately,refund_status
"Hi, Item doesn't fit, return please thank you",return_exchange
would you poor quality product thanks,complaint
I have a question,general_inquiry
I want to Refund confirmation?,refund_status
can i information needed,general_inquiry
"hi, return policy urgently",return_exchange
"excuse me, i can't log in!",account_issues
"Excuse me, 30 day return immediately",return_exchange
"hey, cancel order.",order_cancellation
Is this genuine product? urgently,product_information
is it possible to refund inquiry immediately,refund_status
"Hey, Can I cancel my order?.",order_cancellation
can i return policy,return_exchange
"hello, next day delivery immediately",shipping_inquiry
"Please, Account security concern now",account_issues
"Hello, Account locked ASAP",account_issues
"hello, payment method not working ASAP",payment_issues
how do i my payment didn't go through right away,payment_issues
"Hey, Return shipping thanks",return_exchange
how do i is my package lost? right away,order_status
Authentication failed,account_issues
would you i'm frustrated,complaint
"hi, partial refund received thank you",refund_status
i need to delivery options please,shipping_inquiry
I need to Shipping cost ASAP,shipping_inquiry
"Hello, Priority shipping?",shipping_inquiry
"i need to wrong size, need exchange thank you",return_exchange
"Hi, Human agent please please",general_inquiry
would you i want to cancel my order urgently,order_cancellation
Can I 30 day return please,return_exchange
I can't log in,account_issues
"hey, what are the product details? thank you",product_information
"can i i changed my mind, cancel my order thanks",order_cancellation
Wrong item received thank you,complaint
can i standard shipping thank you,shipping_inquiry
would you i'd like to exchange now,return_exchange
Partial refund received,refund_status
"hi, change my phone number thanks",account_issues
When will I get my refund?,refund_status
"Hi, Refund not showing immediately",refund_status
"please, return label request urgently",return_exchange
"Hey, I want to revoke my order?",order_cancellation
"hi, compare products right away",product_information
"Hi, Air shipping ASAP",shipping_inquiry
can i product description please thanks,product_information
is it possible to can you help me? thank you,general_inquiry
i would like to verification code not received,account_issues
can i bad experience immediately,complaint
"hello, product origin?",product_information
"Please, Order tracking thank you",order_status
"hi, order tracking.",order_status
How do I Refund timeline right away,refund_status
"hi, cancel my order please now",order_cancellation
could you good afternoon,general_inquiry
"please, exchange for store credit!",return_exchange
would you where is my order? right away,order_status
would you cancel my latest purchase thank you,order_cancellation
How to return??,return_exchange
"Excuse me, Tell me about this product please",product_information
"hello, speak to representative.",general_inquiry
"hi, partial refund received.",refund_status
"hello, password reset?",account_issues
Can I Can I swap this? urgently,return_exchange
"hey, shipping cost urgently",shipping_inquiry
"hello, compare products immediately",product_information
Any updates on my order?,order_status
would you this is unacceptable thanks,complaint
"Hello, Update my email.",account_issues
i would like to product origin urgently,product_information
"hi, i want my order cancelled today.",order_cancellation
how do i i feel cheated right away,complaint
I would like to Partial refund received?,refund_status
"hi, how does this product work? thank you",product_information
"Please, Refund to credit card?",refund_status
"hello, how can i contact you? urgently",general_inquiry
"Hello, Return label request right away",return_exchange
i need to create new password ASAP,account_issues
"excuse me, problem with checkout thank you",payment_issues
When will my order arrive?,order_status
"Hi, Item doesn't fit, return please right away",return_exchange
"please, i'm waiting for my order please",order_status
"excuse me, what sizes are available?",product_information
"hi, item doesn't fit, return please thank you",return_exchange
Error during payment,payment_issues
