query,intent
I need to Product doesn't work.,complaint
"excuse me, exchange policy urgently",return_exchange
could you dissatisfied customer,complaint
is it possible to is my order on the way? urgently,order_status
I want to How to return??,return_exchange
can i return process urgently,return_exchange
Can I Can't access my account right away,account_issues
"excuse me, checkout error",payment_issues
Would you Refund processing time thanks,refund_status
Would you Please process a cancellation,order_cancellation
can i missing items in my order immediately,complaint
how do i i need to cancel an order urgently,order_cancellation
"Please, I'd like to cancel before it ships ASAP",order_cancellation
I need to Shipping time urgently,shipping_inquiry
"How do I Wrong order, please cancel immediately",order_cancellation
"hi, shipping options now",shipping_inquiry
how do i product reviews ASAP,product_information
"hello, first time customer right away",general_inquiry
"excuse me, wrong order, please cancel?",order_cancellation
Would you I demand compensation immediately,complaint
"Hey, When does my order arrive??",order_status
Reset my password immediately,account_issues
I would like to Payment issue with my account.,payment_issues
I want to Account recovery thank you,account_issues
i want to delivery days please,shipping_inquiry
Can I Is this product good? please,product_information
"hey, please cancel my recent order right away",order_cancellation
How do I Track my refund urgently,refund_status
I'm frustrated thank you,complaint
I'm frustrated,complaint
Could you What sizes are available? right away,product_information
i want to product recommendations right away,product_information
"excuse me, expedite my refund immediately",refund_status
Would you Delivery options urgently,shipping_inquiry
How do I Return shipping?,return_exchange
I need to What's the warranty on this? ASAP,product_information
I need to Money deducted but order failed!,payment_issues
how do i charged but no confirmation?,payment_issues
would you priority shipping,shipping_inquiry
would you password reset thank you,account_issues
Checkout error please,payment_issues
"hey, bad experience now",complaint
how do i refund not showing,refund_status
Can I How can I contact you??,general_inquiry
"please, what's the warranty on this?!",product_information
"hi, i changed my mind, cancel my order now",order_cancellation
I need to What's the warranty on this? urgently,product_information
I would like to The product is broken?,complaint
I want to Package tracking request,order_status
How to return?,return_exchange
"excuse me, when can i expect my delivery? please",order_status
can i do you have this in stock?!,product_information
I want to I want to return this right away,return_exchange
How do I Product doesn't work immediately,complaint
Could you Return label request,return_exchange
"excuse me, can you cancel my order for me? thanks",order_cancellation
"please, shipping time right away",shipping_inquiry
Would you Can't complete payment right away,payment_issues
"please, i need to complain?",complaint
is it possible to has my order shipped? please,order_status
This is not what I ordered right away,complaint
i want to this is fraud immediately,complaint
would you i want to file a complaint thank you,complaint
i want to email not recognized,account_issues
"Hey, Good afternoon now",general_inquiry
"excuse me, connect me to support now",general_inquiry
"hey, refund timeline?",refund_status
What colors does it come in? please,product_information
"Hello, Not as described immediately",complaint
"excuse me, track my order?",order_status
"Excuse me, 30 day return immediately",return_exchange
"please, credit card issue thanks",payment_issues
I want to I can't log in,account_issues
"hello, i was charged twice thank you",payment_issues
could you i haven't received my order yet!,order_status
can i i'd like to cancel my purchase.,order_cancellation
How do I cancel my order? thanks,order_cancellation
Is it possible to Is this compatible with...? thanks,product_information
Free returns?,return_exchange
"hi, track my refund right away",refund_status
I want to I want my order cancelled today immediately,order_cancellation
Credit not received,refund_status
"hello, waiting for refund right away",refund_status
how do i is my package lost? now,order_status
Can I Best seller products immediately,product_information
"hey, i want to speak to a manager thank you",complaint
could you shipping time immediately,shipping_inquiry
I want to Debit card declined!,payment_issues
Dissatisfied customer please,complaint
how do i can i cancel my order? please,order_cancellation
"Hey, Don't ship my order, cancel it ASAP",order_cancellation
i want to cancel order please,order_cancellation
i need to i want to track my package please,order_status
"hello, customer support please",general_inquiry
i want to schedule a return please,return_exchange
"please, how long for refund??",refund_status
can i check refund status.,refund_status
"please, i haven't received my order yet ASAP",order_status
"hey, waiting for refund",refund_status
i need to i'd like to exchange please,return_exchange
Is my package lost? right away,order_status
I want to I want to file a complaint thanks,complaint
is it possible to product recommendations,product_information
I would like to General help ASAP,general_inquiry
How do I I want to cancel my order thanks,order_cancellation
"Hello, Good afternoon ASAP",general_inquiry
i need to when does my order arrive? now,order_status
How do I Refund confirmation please,refund_status
"please, verification code not received please",account_issues
could you double charged on my card thanks,payment_issues
I would like to Partial refund received?,refund_status
Product recommendations right away,product_information
could you general assistance right away,general_inquiry
Is it possible to Account not working thanks,account_issues
can i account suspended right away,account_issues
"excuse me, quick question",general_inquiry
Can't complete payment,payment_issues
I need to Do you have this in stock??,product_information
"could you item doesn't fit, return please thanks",return_exchange
Priority shipping,shipping_inquiry
i would like to i want to file a complaint right away,complaint
i need to track my refund immediately,refund_status
I'd like to cancel before it ships ASAP,order_cancellation
I need to Transaction failed?,payment_issues
Weekend delivery?,shipping_inquiry
i want to information needed!,general_inquiry
Expected delivery date?,order_status
General question,general_inquiry
i want to i'd like to cancel my purchase please,order_cancellation
Business hours,general_inquiry
"Hello, I want to cancel the order I just placed now",order_cancellation
"hey, i want to file a complaint now",complaint
i want to ship to different address right away,shipping_inquiry
"please, general assistance ASAP",general_inquiry
"Hi, Payment not accepted",payment_issues
"please, free returns? right away",return_exchange
i want to i was charged twice urgently,payment_issues
i want to money back please?,refund_status
Cancellation request for my order,order_cancellation
can i how much is shipping? now,shipping_inquiry
could you what are the product details? now,product_information
could you is it too late to cancel? thank you,order_cancellation
i want to i'm very unhappy ASAP,complaint
i want to account recovery ASAP,account_issues
Shipping discount,shipping_inquiry
I want to return this urgently,return_exchange
How do I How to use this product? thanks,product_information
"Hello, Check my order status please",order_status
Could you Stop my order?,order_cancellation
Replace my item,return_exchange
Can I cancel my order?.,order_cancellation
Could you Shipping cost!,shipping_inquiry
"Hello, When does my order arrive??",order_status
I need to Product reviews!,product_information
how do i next day delivery right away,shipping_inquiry
"excuse me, can't process my payment right away",payment_issues
Would you Login credentials not working?,account_issues
"hey, can you help me? thanks",general_inquiry
"Please, Very disappointed with the service now",complaint
Return process now,return_exchange
I would like to I need help thank you,general_inquiry
"please, delivery cost estimate?",shipping_inquiry
"excuse me, shipping discount!",shipping_inquiry
Could you Account not working please,account_issues
"excuse me, i'd like to cancel before it ships thanks",order_cancellation
i want to my order hasn't arrived.,order_status
"Please, Delivery options immediately",shipping_inquiry
Is it possible to Payment error urgently,payment_issues
"Please, How long for refund? thank you",refund_status
is it possible to hello ASAP,general_inquiry
could you payment gateway error immediately,payment_issues
"excuse me, can't access my account immediately",account_issues
"excuse me, credit not received thank you",refund_status
Credit card issue,payment_issues
How do I Is anyone there??,general_inquiry
"hi, help with payment problem please",payment_issues
would you problem with checkout ASAP,payment_issues
Can I Reimburse me,refund_status
"Please, Exchange for store credit please",return_exchange
Return process!,return_exchange
"please, how can i contact you?!",general_inquiry
how do i what sizes are available? thank you,product_information
"hello, contact information.",general_inquiry
"hello, where is my delivery?.",order_status
Is it possible to Return pickup right away,return_exchange
i need to is this product good??,product_information
i want to where is my delivery? now,order_status
Could you Checkout error,payment_issues
I want my order cancelled today,order_cancellation
"Please, Delivery options please",shipping_inquiry
"please, quick question thank you",general_inquiry
"hello, very bad service please",complaint
would you express shipping now,shipping_inquiry
i would like to support request?,general_inquiry
"please, item availability thanks",product_information
Could you Free shipping? ASAP,shipping_inquiry
"hi, authentication failed.",account_issues
I need to More info about the item immediately,product_information
"excuse me, terrible customer service thanks",complaint
"Hi, Contact information?",general_inquiry
would you new arrivals ASAP,product_information
"please, speak to representative?",general_inquiry
Payment unsuccessful.,payment_issues
Product recommendations,product_information
"excuse me, stop my order right away",order_cancellation
I need to General help thanks,general_inquiry
I would like to Transaction failed immediately,payment_issues
Authentication failed?,account_issues
"hello, refund confirmation!",refund_status
"excuse me, can you help me?",general_inquiry
how do i i want to track my package!,order_status
i would like to return policy thank you,return_exchange
"please, air shipping",shipping_inquiry
Would you I demand compensation.,complaint
"Hi, Refund amount incorrect urgently",refund_status
i need to i want to cancel the order i just placed urgently,order_cancellation
"Hello, Return my order!",return_exchange
"Hey, Credit not received now",refund_status
Refund pending urgently,refund_status
Can I Worst experience ever thanks,complaint
can i track my recent order urgently,order_status
"Please, Money back please ASAP",refund_status
"excuse me, when does my order arrive? immediately",order_status
i want to product doesn't work.,complaint
could you i'd like to cancel before it ships please,order_cancellation
would you my order hasn't arrived please,order_status
i need to payment gateway error thanks,payment_issues
how do i product specifications.,product_information
i want to please process a cancellation immediately,order_cancellation
How do I When can I expect my delivery? please,order_status
Air shipping thank you,shipping_inquiry
i would like to is my package lost? thank you,order_status
Could you International shipping ASAP,shipping_inquiry
"I need to Wrong order, please cancel thanks",order_cancellation
Track my order,order_status
I would like to I feel cheated immediately,complaint
can i return process thank you,return_exchange
i need to i want to track my package right away,order_status
I want to file a complaint,complaint
"hello, cancel my latest purchase!",order_cancellation
i need to forgot password!,account_issues
Cancel the items in my order thanks,order_cancellation
I need to Return my order thank you,return_exchange
Could you What's the warranty on this?.,product_information
"hi, change password.",account_issues
"Hey, Business hours",general_inquiry
could you hello please,general_inquiry
"hey, track my order ASAP",order_status
Can I Product origin?,product_information
can i information needed,general_inquiry
Could you Can I still cancel my order? thank you,order_cancellation
Next day delivery?,shipping_inquiry
"Excuse me, General assistance thank you",general_inquiry
"Hi, Wrong order, please cancel.",order_cancellation
"Hello, Payment stuck ASAP",payment_issues
is it possible to refund not showing now,refund_status
How do I Waiting for refund urgently,refund_status
Would you Ship to different address please,shipping_inquiry
"hey, debit card declined thank you",payment_issues
"Please, General assistance now",general_inquiry
False advertising right away,complaint
Would you Can't pay for my order ASAP,payment_issues
would you same day delivery!,shipping_inquiry
"Please, How much is shipping?.",shipping_inquiry
"excuse me, product description please thank you",product_information
Refund and return urgently,return_exchange
"hello, i want to return this!",return_exchange
Is it possible to Do you have this in stock?,product_information
"hey, is this item available? ASAP",product_information
Delivery options,shipping_inquiry
"Hi, Payment gateway error ASAP",payment_issues
"please, when was refund issued? thank you",refund_status
"hi, please cancel my recent order ASAP",order_cancellation
i would like to credit card issue thanks,payment_issues
"hello, refund to credit card urgently",refund_status
i need to this is fraud.,complaint
Return label request urgently,return_exchange
"excuse me, verification code not received thanks",account_issues
would you poor quality product thanks,complaint
How do I Check my order status immediately,order_status
would you i was charged twice urgently,payment_issues
can i when was refund issued? thanks,refund_status
Payment keeps failing thanks,payment_issues
Is it possible to I need assistance please,general_inquiry
"Hey, Merge accounts.",account_issues
how do i i have a question urgently,general_inquiry
How do I I want to send this back,return_exchange
"Can I Item doesn't fit, return please right away",return_exchange
I need help immediately,general_inquiry
"please, account suspended?",account_issues
"hey, refund request status thank you",refund_status
I want to Return pickup thank you,return_exchange
Very bad service immediately,complaint
is it possible to first time customer right away,general_inquiry
could you where is my refund? now,refund_status
"Please, Initiate return.",return_exchange
"hey, when will i get my refund? ASAP",refund_status
"Hi, Debit card declined now",payment_issues
would you where is my package?,order_status
Could you Please cancel my recent order thank you,order_cancellation
"Excuse me, Payment gateway error immediately",payment_issues
I need to Refund taking too long!,refund_status
Would you Change password!,account_issues
"excuse me, create new password right away",account_issues
Can I Return process.,return_exchange
How do I Contact information?,general_inquiry
"Hey, Item doesn't fit, return please now",return_exchange
how do i credit not received now,refund_status
i need to refund pending,refund_status
I need to 30 day return?,return_exchange
"hey, what are the product details? thank you",product_information
I want to Can't access my account.,account_issues
could you error during payment?,payment_issues
"Hey, My refund is delayed urgently",refund_status
"excuse me, shipping cost?",shipping_inquiry
How do I Quality is very poor please,complaint
Refund not received,refund_status
Could you Payment problem.,payment_issues
Would you Customer support now,general_inquiry
I want to Track my order thanks,order_status
"please, someone else accessing my account!",account_issues
Quality issue return ASAP,return_exchange
Product quality,product_information
"excuse me, payment gateway error thank you",payment_issues
"hi, item arrived damaged",complaint
"excuse me, payment method not working.",payment_issues
"hey, when will my order arrive? thanks",order_status
Can I Contact information please,general_inquiry
"Please, Reset my password please",account_issues
Could you Wrong item received.,complaint
"please, quality issue return?",return_exchange
"hello, fastest shipping option immediately",shipping_inquiry
I want to Order tracking right away,order_status
"hi, my refund is delayed thank you",refund_status
"hey, i need help?",general_inquiry
"hey, exchange policy ASAP",return_exchange
I want to Problem with checkout ASAP,payment_issues
could you my refund is delayed thank you,refund_status
Can I I need information.,general_inquiry
would you business hours.,general_inquiry
"excuse me, problem with checkout thank you",payment_issues
Is this product good? thanks,product_information
"excuse me, i need this order cancelled?",order_cancellation
would you general question!,general_inquiry
is it possible to compare products now,product_information
How does this work?,general_inquiry
Return shipping,return_exchange
i would like to cancellation request for my order immediately,order_cancellation
"hi, please void my order!",order_cancellation
could you i no longer want this order please,order_cancellation
Worst experience ever.,complaint
can i shipping time urgently,shipping_inquiry
I would like to I need to cancel an order please,order_cancellation
"Hey, Expedite my refund!",refund_status
Would you 30 day return immediately,return_exchange
Refund not showing,refund_status
Can I Expedited shipping now,shipping_inquiry
"hello, has my package been dispatched? ASAP",order_status
how do i when does my order arrive??,order_status
could you product reviews?,product_information
Delivery status please immediately,order_status
can i shipping rates please,shipping_inquiry
I want to Shipping charges immediately,shipping_inquiry
What's the warranty on this?,product_information
"Hi, Cancel my order immediately urgently",order_cancellation
"please, this is fraud right away",complaint
could you can't process my payment please,payment_issues
would you i'd like to exchange right away,return_exchange
"excuse me, shipping options!",shipping_inquiry
I want to Shipping zones immediately,shipping_inquiry
"Please, My payment was rejected please",payment_issues
"Hi, This is unacceptable?",complaint
"Wrong size, need exchange",return_exchange
could you i can't log in now,account_issues
is it possible to i haven't received my refund?,refund_status
i want to is this genuine product? right away,product_information
"please, payment not accepted!",payment_issues
Could you Package tracking request.,order_status
"Could you Item doesn't fit, return please immediately",return_exchange
"Excuse me, Payment not accepted please",payment_issues
Could you Where is my package? now,order_status
how do i next day delivery thanks,shipping_inquiry
is it possible to brand information thank you,product_information
"Hello, Free returns? now",return_exchange
Customer support.,general_inquiry
"hello, payment method not working urgently",payment_issues
I'd like to cancel before it ships,order_cancellation
can i cancel my order please,order_cancellation
"hey, cancellation request for my order immediately",order_cancellation
I'd like to exchange!,return_exchange
is it possible to login problem.,account_issues
"Hi, Expedite my refund right away",refund_status
I would like to I can't log in!,account_issues
i want to refund amount incorrect?,refund_status
can i brand information now,product_information
"hello, economy shipping!",shipping_inquiry
"excuse me, refund timeline thanks",refund_status
how do i delivery options ASAP,shipping_inquiry
"Please, I want my order cancelled today.",order_cancellation
"hey, bad experience please",complaint
"hello, technical specifications urgently",product_information
"hey, i need customer service",general_inquiry
could you good afternoon,general_inquiry
"Hey, Shipping charges thanks",shipping_inquiry
Tell me about this product,product_information
Can you cancel my order for me?!,order_cancellation
I need to Account not working immediately,account_issues
"Please, Return shipping?",return_exchange
could you hi there thank you,general_inquiry
Reimburse me urgently,refund_status
Can I Help with payment problem ASAP,payment_issues
how do i can't pay for my order ASAP,payment_issues
i would like to password reset immediately,account_issues
"would you i accidentally ordered, please cancel ASAP",order_cancellation
"Excuse me, Has my order shipped? thanks",order_status
Could you Where is my package? immediately,order_status
"please, is this genuine product? thanks",product_information
i need to payment stuck urgently,payment_issues
I need to Can't complete payment please,payment_issues
i want to best seller products?,product_information
Is it possible to I no longer want this order,order_cancellation
i would like to worst experience ever now,complaint
"Please, Account locked ASAP",account_issues
i want to money deducted but order failed!,payment_issues
would you i demand compensation immediately,complaint
i want to general help immediately,general_inquiry
Billing issue urgently,payment_issues
is it possible to refund not showing urgently,refund_status
"Hey, Product features thanks",product_information
"excuse me, product features thanks",product_information
i want to checkout error right away,payment_issues
Is it possible to What's the warranty on this? thanks,product_information
Could you I'd like to cancel my purchase.,order_cancellation
"hi, how to return?",return_exchange
"hey, password reset now",account_issues
I need to New here urgently,general_inquiry
is it possible to refund status urgently,refund_status
"Hi, Account settings immediately",account_issues
"hello, where is my refund? urgently",refund_status
How do I Please void my order urgently,order_cancellation
could you return shipping thanks,return_exchange
"hi, change password",account_issues
i want to account security concern?,account_issues
"hi, support request thanks",general_inquiry
Account suspended right away,account_issues
i need to how long for refund?,refund_status
Bad experience ASAP,complaint
how do i can you help me?.,general_inquiry
i want to my account is blocked?,account_issues
My refund is delayed,refund_status
Is it possible to Reset my password thank you,account_issues
"Is it possible to Wrong order, please cancel please",order_cancellation
would you when does my order arrive?.,order_status
I want to Can someone help me??,general_inquiry
how do i hi there thanks,general_inquiry
could you cancel order please,order_cancellation
i want to shipment status thank you,order_status
i would like to delivery status please now,order_status
"hi, payment not accepted!",payment_issues
Return my order,return_exchange
could you is it too late to cancel? please,order_cancellation
"Could you Don't ship my order, cancel it ASAP",order_cancellation
"Hi, Update my email right away",account_issues
"Please, Password reset.",account_issues
"hi, item doesn't fit, return please",return_exchange
"hi, business hours?",general_inquiry
"please, shipping zones.",shipping_inquiry
"hey, login credentials not working!",account_issues
would you payment stuck right away,payment_issues
How do I I want to speak to a manager?,complaint
is it possible to return request right away,return_exchange
"hello, express shipping?",shipping_inquiry
i want to i need to complain thank you,complaint
I want to Fastest shipping option?,shipping_inquiry
Is it possible to Can you track my order??,order_status
would you can i return this product? immediately,return_exchange
I would like to Cancellation request for my order now,order_cancellation
"Hi, My order hasn't arrived please",order_status
"hello, exchange for store credit thanks",return_exchange
I need to What's the status of my order?,order_status
can i what's the status of my order??,order_status
"Please, Brand information now",product_information
i need to false advertising!,complaint
i want to order tracking?,order_status
"hey, merge accounts please",account_issues
I need to Expedite my refund ASAP,refund_status
i need to email not recognized ASAP,account_issues
Same day delivery,shipping_inquiry
"excuse me, any updates on my order? immediately",order_status
Would you Expedite my refund!,refund_status
I haven't received my refund now,refund_status
Can I I need help please,general_inquiry
"hello, please process a cancellation thank you",order_cancellation
"please, what sizes are available? now",product_information
"Please, Expedite my refund urgently",refund_status
i need to quick question urgently,general_inquiry
how do i return label request ASAP,return_exchange
could you express shipping,shipping_inquiry
Transaction failed ASAP,payment_issues
"Hey, Refund timeline!",refund_status
"please, i need this order cancelled?",order_cancellation
I want to Weekend delivery? thank you,shipping_inquiry
is it possible to product specifications urgently,product_information
How to use this product?,product_information
would you i'm frustrated right away,complaint
How does this work??,general_inquiry
"please, return label request urgently",return_exchange
Order tracking please,order_status
"Hello, Account suspended?",account_issues
"hey, unlock my account",account_issues
I need to My order is taking too long.,order_status
"excuse me, what's included in the package? now",product_information
i want to false advertising thank you,complaint
Is it possible to Can't access my account urgently,account_issues
could you refund request status ASAP,refund_status
could you item arrived damaged ASAP,complaint
Would you I no longer want this order please,order_cancellation
is it possible to my refund is delayed!,refund_status
I would like to Where is my package?!,order_status
would you fastest shipping option right away,shipping_inquiry
i want to terrible customer service ASAP,complaint
Standard shipping,shipping_inquiry
"hi, same day delivery.",shipping_inquiry
Can I Credit not received!,refund_status
i need to shipping methods.,shipping_inquiry
"hey, how do i return an item? please",return_exchange
Free returns?!,return_exchange
"Excuse me, Is anyone there?",general_inquiry
"hi, billing issue urgently",payment_issues
"hello, i haven't received my refund thanks",refund_status
is it possible to good morning right away,general_inquiry
"Please, Priority shipping ASAP",shipping_inquiry
"Excuse me, Business hours.",general_inquiry
"Excuse me, My order is taking too long",order_status
"Hello, Order tracking immediately",order_status
i want to return label request thank you,return_exchange
Can I Next day delivery?,shipping_inquiry
"hi, shipping rates",shipping_inquiry
"excuse me, money back please ASAP",refund_status
i need to when will my order arrive? right away,order_status
i want to charged but no confirmation immediately,payment_issues
Can I Product is defective?,complaint
Payment error ASAP,payment_issues
would you is anyone there?.,general_inquiry
"hi, package tracking request",order_status
i would like to change shipping address please,shipping_inquiry
This is fraud,complaint
"hello, my account is blocked?",account_issues
Could you Delivery fee immediately,shipping_inquiry
I would like to I demand compensation.,complaint
"hello, shipping charges?",shipping_inquiry
"Hi, Login problem immediately",account_issues
"Hello, Payment not accepted now",payment_issues
how do i can i cancel my order? thank you,order_cancellation
i would like to card declined thank you,payment_issues
"Please, Wrong size, need exchange ASAP",return_exchange
"hi, return policy!",return_exchange
could you start a return?,return_exchange
"Excuse me, General help",general_inquiry
Technical specifications,product_information
would you return label request immediately,return_exchange
Could you Is it too late to cancel? please,order_cancellation
i need to charged but no confirmation!,payment_issues
Could you Not as described thanks,complaint
"Please, Please cancel my recent order.",order_cancellation
I need to What happened to my order? right away,order_status
How do I Package tracking request thank you,order_status
I want to Standard shipping ASAP,shipping_inquiry
Item availability,product_information
"hey, shipping options immediately",shipping_inquiry
"hi, is it too late to cancel?!",order_cancellation
"hey, is it too late to cancel??",order_cancellation
Expected delivery date? thank you,order_status
how do i account locked?,account_issues
I want to Change my phone number now,account_issues
would you technical specifications,product_information
I haven't received my order yet,order_status
i want to worst experience ever ASAP,complaint
i need to can i return this product? thank you,return_exchange
is it possible to payment stuck right away,payment_issues
"would you i changed my mind, cancel my order please",order_cancellation
Help with payment problem urgently,payment_issues
would you where is my order? right away,order_status
"hey, create new password thank you",account_issues
"excuse me, what products do you have? immediately",product_information
"Hi, What sizes are available?!",product_information
Account hacked immediately,account_issues
"hello, good afternoon right away",general_inquiry
is it possible to can i swap this?!,return_exchange
"please, payment failed ASAP",payment_issues
How do I Reset my password!,account_issues
"hello, can i cancel my order? right away",order_cancellation
I want to Account recovery immediately,account_issues
is it possible to where is my order? immediately,order_status
is it possible to i need to cancel an order now,order_cancellation
"hello, i received a damaged item now",complaint
could you next day delivery immediately,shipping_inquiry
how do i sign in issues immediately,account_issues
"hey, order tracking right away",order_status
"hey, item arrived damaged thank you",complaint
can i refund to bank account thank you,refund_status
I want to I want to send this back now,return_exchange
Refund inquiry!,refund_status
I want to Reimburse me,refund_status
"hi, first time customer right away",general_inquiry
i need to my payment was rejected urgently,payment_issues
"Hello, Payment method not working thank you",payment_issues
i want to technical specifications!,product_information
could you i no longer want this order right away,order_cancellation
would you general help immediately,general_inquiry
"hey, return damaged product immediately",return_exchange
i want to how to use this product? please,product_information
i would like to error during payment immediately,payment_issues
Can I Missing items in my order urgently,complaint
would you billing issue immediately,payment_issues
"Hey, Material information",product_information
"excuse me, fastest shipping option!",shipping_inquiry
Would you Return pickup!,return_exchange
i want to my order is taking too long thank you,order_status
i need to money deducted but order failed please,payment_issues
"hi, what happened to my order?!",order_status
is it possible to hello now,general_inquiry
is it possible to is my order on the way??,order_status
i would like to i want to send this back ASAP,return_exchange
i would like to can i return this product? please,return_exchange
How do I Very bad service thank you,complaint
"Please, I want to track my package thank you",order_status
"Hello, Missing items in my order thank you",complaint
"hey, i want to send this back please",return_exchange
Profile update,account_issues
could you express shipping right away,shipping_inquiry
could you return pickup.,return_exchange
Connect me to support,general_inquiry
"Hello, Account recovery ASAP",account_issues
I need to Economy shipping immediately,shipping_inquiry
"Hi, Is this product good? ASAP",product_information
I want to Product specifications right away,product_information
"excuse me, air shipping",shipping_inquiry
I would like to Any updates on my order? urgently,order_status
"Hello, Shipping rates thanks",shipping_inquiry
I would like to Cancel my order please thanks,order_cancellation
"hey, payment method not working!",payment_issues
Would you Human agent please urgently,general_inquiry
can i this is fraud!,complaint
i want to human agent please now,general_inquiry
"Excuse me, Account suspended ASAP",account_issues
can i i'd like to exchange urgently,return_exchange
would you new arrivals thank you,product_information
"hey, what colors does it come in? ASAP",product_information
could you i want to track my package immediately,order_status
can i check my order status urgently,order_status
"would you item doesn't fit, return please urgently",return_exchange
I want to send this back?,return_exchange
i want to product malfunction thank you,complaint
i want to i feel cheated right away,complaint
I need to Return pickup!,return_exchange
could you this is unacceptable now,complaint
Can I cancel my order?,order_cancellation
could you track my refund.,refund_status
Could you Return request thank you,return_exchange
"Excuse me, Business hours thank you",general_inquiry
i need to product origin urgently,product_information
I need to My payment was rejected urgently,payment_issues
is it possible to cancellation request for my order.,order_cancellation
I would like to Two factor authentication issue!,account_issues
would you when will i get my refund? thanks,refund_status
How do I Product features please,product_information
"hello, i accidentally ordered, please cancel thank you",order_cancellation
i need to expedited shipping thanks,shipping_inquiry
"Hi, I changed my mind, cancel my order!",order_cancellation
"hi, item doesn't fit, return please thank you",return_exchange
i need to when will i receive my order? urgently,order_status
"Please, Can you cancel my order for me? urgently",order_cancellation
Could you Account hacked urgently,account_issues
Is it possible to Account hacked urgently,account_issues
Charged but no confirmation urgently,payment_issues
i need to replace my item urgently,return_exchange
"hi, is this compatible with...? thanks",product_information
is it possible to checkout error,payment_issues
could you change my phone number.,account_issues
i need to refund confirmation immediately,refund_status
i want to product is defective thanks,complaint
"please, charged but no confirmation now",payment_issues
is it possible to create new password,account_issues
I would like to Refund pending,refund_status
Is it possible to Brand information now,product_information
would you shipping rates immediately,shipping_inquiry
Could you Money back please,refund_status
Refund and return,return_exchange
I want to Is this item available? urgently,product_information
Free delivery threshold,shipping_inquiry
I need to My payment didn't go through thanks,payment_issues
"hi, brand information immediately",product_information
I want to When was refund issued? please,refund_status
how do i i'd like to exchange?,return_exchange
how do i billing issue urgently,payment_issues
"Hi, How does this product work?!",product_information
"hello, product is defective ASAP",complaint
would you check my order status right away,order_status
I want to I'm not satisfied right away,complaint
"hello, compare products immediately",product_information
"Hey, Money deducted but order failed thank you",payment_issues
Information needed thanks,general_inquiry
This is not what I ordered,complaint
"hello, initiate return urgently",return_exchange
i would like to when will my order arrive?!,order_status
I want to Please process a cancellation thank you,order_cancellation
I want to cancel my order thank you,order_cancellation
could you package tracking request.,order_status
i want to product dimensions thank you,product_information
is it possible to do you ship to my area??,shipping_inquiry
Is it possible to Return policy immediately,return_exchange
is it possible to i'm not satisfied right away,complaint
"Hi, Merge accounts?",account_issues
i would like to forgot password,account_issues
When will I get my refund?,refund_status
would you billing issue,payment_issues
I haven't received my refund,refund_status
how do i quality is very poor immediately,complaint
I want to Please help me cancel my order urgently,order_cancellation
False advertising,complaint
i would like to shipping methods now,shipping_inquiry
i want to delivery options!,shipping_inquiry
i want to stop my order immediately,order_cancellation
i need to create new password ASAP,account_issues
I want to I want to cancel the order I just placed thanks,order_cancellation
Product is defective thank you,complaint
i want to when will i receive my order? ASAP,order_status
"Hi, Debit card declined?",payment_issues
i need to can you cancel my order for me? ASAP,order_cancellation
"please, help with payment problem thank you",payment_issues
"Please, Full refund please ASAP",refund_status
could you problem with checkout please,payment_issues
"Excuse me, Product recommendations thank you",product_information
i want to what products do you have?!,product_information
"hey, poor quality product?",complaint
"hi, refund confirmation right away",refund_status
I need to Tell me about this product immediately,product_information
Is it possible to When will I get my refund? please,refund_status
"hello, dissatisfied customer.",complaint
Cancel my latest purchase urgently,order_cancellation
would you i want to send this back?,return_exchange
"hi, please cancel my recent order!",order_cancellation
"hey, refund processing time thanks",refund_status
"hi, update my email please",account_issues
I need to Payment problem immediately,payment_issues
Would you Product doesn't work please,complaint
how do i shipping time urgently,shipping_inquiry
is it possible to human agent please ASAP,general_inquiry
is it possible to shipping methods!,shipping_inquiry
"hey, is my package lost? immediately",order_status
Is it possible to Payment problem right away,payment_issues
I need to I'm waiting for my order urgently,order_status
Refund to credit card please,refund_status
"Hey, Cancel my order please!",order_cancellation
i want to how to return?.,return_exchange
i want to track my refund ASAP,refund_status
How do I Standard shipping now,shipping_inquiry
could you payment error.,payment_issues
"excuse me, do you have this in stock?.",product_information
Reset my password,account_issues
i need to shipment status please,order_status
Can I When does my order arrive? ASAP,order_status
"hello, what's the status of my order??",order_status
is it possible to can you track my order? right away,order_status
"please, how do i cancel my order?!",order_cancellation
could you account locked!,account_issues
Could you Track my refund ASAP,refund_status
I need to Payment keeps failing!,payment_issues
i would like to can i swap this? now,return_exchange
I want to Did my order ship yet??,order_status
can i shipping cost thanks,shipping_inquiry
Is it possible to General help ASAP,general_inquiry
"Hi, Compare products!",product_information
"please, my card isn't working urgently",payment_issues
i need to i'd like to cancel before it ships thanks,order_cancellation
is it possible to what products do you have?!,product_information
can i international shipping,shipping_inquiry
"Hi, Can you cancel my order for me? thank you",order_cancellation
How do I Cancellation request for my order.,order_cancellation
"hello, connect me to support?",general_inquiry
How do I Shipping charges!,shipping_inquiry
I need to Poor quality product please,complaint
Would you My payment was rejected now,payment_issues
i would like to i want to send this back urgently,return_exchange
I was charged twice right away,payment_issues
"hey, my refund is delayed?",refund_status
I want to Debit card declined?,payment_issues
Can I Hi there ASAP,general_inquiry
I need to How does this work? urgently,general_inquiry
how do i ship to different address urgently,shipping_inquiry
how do i track my order right away,order_status
